 ;;;;;;;
Date;Week;Foreign.intelligence.gathering.aircraft;Foreign.UAVs;podyom avitasii;podyomov istrebitelij;vilet;URL
2019-11-29;48;23;;;16;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-76/
2019-12-06;49;15;;;4;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-77/
2019-12-13;50;21;;;5;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-78/
2019-12-20;51;34;;;2;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-79/
2019-12-27;52;34;;;3;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-80/
NA;1;NA;NA;NA;NA;NA;NA
NA;2;NA;NA;NA;NA;NA;NA
2020-01-17;3;22;;;3;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-81/
2020-01-24;4;40;;;2;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-82/
2020-01-31;5;25;8;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-83/
2020-02-07;6;13;3;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-84/
2020-02-14;7;33;6;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-85/
2020-02-21;8;22;8;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-86/
2020-02-28;9;18;5;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-87/
2020-03-06;10;25;7;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-88/
2020-03-13;11;28;4;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-89/
2020-03-20;12;22;4;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-90/
2020-03-27;13;25;9;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-91/
